burnout,horas_semana,velocidad_alta,plazos_ajustados,demanda_emocional,presentismo,autonomia,apoyo_jefe,apoyo_companeros,reconocimiento,conciliacion,bienestar_who5,tamanio_empresa,sector,nivel_educativo,genero,teletrabajo,tipo_contrato,ocupacion_isco,edad,burnout_bin
,40.0,3.0,3.0,1.0,2.0,,4.0,5.0,5.0,5.0,72.0,5.0,7,5.0,1,1.0,1.0,8,43.0,
,45.0,5.0,5.0,3.0,1.0,,3.0,3.0,4.0,4.0,72.0,5.0,7,5.0,2,6.0,1.0,3,51.0,
,56.0,3.0,4.0,3.0,2.0,,4.0,5.0,3.0,3.0,60.0,8.0,7,4.0,1,5.0,1.0,3,59.0,
2.0,45.0,4.0,4.0,1.0,2.0,3.67,,5.0,4.0,4.0,56.0,7.0,7,9.0,2,4.0,1.0,2,41.0,0.0
2.0,40.0,4.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,64.0,4.0,7,7.0,2,3.0,2.0,3,60.0,0.0
2.0,40.0,2.0,3.0,1.0,2.0,5.0,,5.0,5.0,5.0,64.0,8.0,7,8.0,2,3.0,1.0,3,60.0,0.0
2.0,60.0,4.0,4.0,2.0,2.0,5.0,,,5.0,4.0,52.0,2.0,7,6.0,1,1.0,,1,55.0,0.0
2.0,40.0,5.0,4.0,4.0,2.0,3.33,2.0,1.0,1.0,4.0,40.0,8.0,7,8.0,2,3.0,1.0,4,42.0,0.0
4.0,45.0,4.0,5.0,4.0,2.0,3.33,,3.0,2.0,5.0,76.0,5.0,7,5.0,2,2.0,1.0,4,51.0,1.0
4.0,45.0,3.0,3.0,2.0,2.0,,,5.0,5.0,4.0,56.0,6.0,7,8.0,2,3.0,1.0,1,37.0,1.0
,40.0,5.0,4.0,3.0,2.0,3.67,,5.0,4.0,4.0,56.0,4.0,7,8.0,2,3.0,1.0,3,29.0,
2.0,40.0,5.0,5.0,3.0,2.0,,5.0,5.0,4.0,5.0,64.0,4.0,7,5.0,1,4.0,1.0,4,42.0,0.0
,40.0,5.0,4.0,3.0,2.0,4.33,5.0,5.0,5.0,5.0,96.0,6.0,7,8.0,1,6.0,1.0,1,45.0,
3.0,50.0,5.0,5.0,3.0,1.0,3.0,,5.0,4.0,4.0,72.0,5.0,7,6.0,2,4.0,1.0,4,36.0,1.0
3.0,50.0,5.0,5.0,5.0,2.0,2.0,,3.0,5.0,2.0,44.0,4.0,7,8.0,1,3.0,6.0,2,35.0,1.0
4.0,46.0,4.0,5.0,4.0,1.0,2.67,4.0,4.0,2.0,3.0,72.0,5.0,7,7.0,1,4.0,1.0,3,53.0,1.0
,40.0,3.0,4.0,3.0,2.0,,5.0,5.0,4.0,4.0,56.0,7.0,7,7.0,2,3.0,1.0,2,46.0,
2.0,40.0,3.0,2.0,1.0,2.0,,3.0,3.0,4.0,5.0,48.0,5.0,7,3.0,1,1.0,1.0,7,39.0,0.0
4.0,50.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,68.0,6.0,7,6.0,2,3.0,1.0,3,48.0,1.0
4.0,43.0,5.0,5.0,2.0,1.0,4.33,,4.0,4.0,4.0,60.0,8.0,7,8.0,2,4.0,1.0,2,32.0,1.0
,32.0,3.0,3.0,1.0,2.0,,4.0,4.0,2.0,4.0,56.0,8.0,7,7.0,2,3.0,1.0,2,45.0,
4.0,40.0,4.0,4.0,2.0,2.0,2.33,4.0,5.0,4.0,3.0,56.0,7.0,7,7.0,2,2.0,2.0,3,27.0,1.0
2.0,40.0,1.0,1.0,1.0,2.0,3.67,,5.0,4.0,5.0,84.0,8.0,7,8.0,2,2.0,1.0,3,44.0,0.0
,48.0,4.0,4.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,68.0,6.0,7,7.0,1,3.0,1.0,2,49.0,
1.0,45.0,3.0,3.0,3.0,2.0,2.67,,4.0,4.0,4.0,52.0,6.0,7,7.0,1,3.0,1.0,2,31.0,1.0
4.0,40.0,5.0,5.0,1.0,2.0,5.0,,4.0,4.0,3.0,72.0,4.0,7,7.0,1,2.0,1.0,8,36.0,1.0
2.0,48.0,2.0,2.0,1.0,2.0,2.67,,5.0,4.0,4.0,84.0,4.0,7,4.0,1,1.0,1.0,8,32.0,0.0
,42.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,68.0,4.0,7,8.0,1,6.0,1.0,2,50.0,
,45.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,84.0,7.0,7,5.0,2,4.0,1.0,2,41.0,
4.0,40.0,5.0,5.0,2.0,1.0,1.0,,5.0,1.0,2.0,24.0,6.0,7,5.0,1,1.0,1.0,8,42.0,1.0
,40.0,2.0,4.0,2.0,1.0,,,,4.0,4.0,32.0,4.0,7,5.0,1,1.0,,1,64.0,
2.0,40.0,4.0,5.0,1.0,2.0,,4.0,4.0,4.0,4.0,52.0,8.0,7,5.0,1,1.0,1.0,7,33.0,0.0
2.0,40.0,2.0,2.0,1.0,2.0,2.0,,3.0,1.0,4.0,88.0,6.0,7,4.0,1,1.0,1.0,8,57.0,0.0
,40.0,2.0,1.0,1.0,2.0,3.67,5.0,5.0,5.0,4.0,68.0,7.0,7,3.0,1,1.0,2.0,7,21.0,
4.0,46.0,4.0,2.0,4.0,1.0,1.33,,3.0,2.0,3.0,48.0,4.0,7,5.0,1,1.0,2.0,8,28.0,1.0
,40.0,3.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,84.0,8.0,7,8.0,1,6.0,1.0,2,48.0,
,40.0,4.0,5.0,1.0,2.0,3.33,2.0,3.0,4.0,5.0,80.0,5.0,7,3.0,1,1.0,1.0,7,56.0,
,20.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,44.0,4.0,7,5.0,2,4.0,1.0,4,41.0,
2.0,50.0,5.0,5.0,4.0,2.0,4.0,,5.0,5.0,3.0,100.0,7.0,7,5.0,2,2.0,2.0,1,37.0,0.0
,40.0,4.0,4.0,1.0,2.0,3.0,,5.0,5.0,4.0,68.0,4.0,7,8.0,1,1.0,1.0,7,41.0,
2.0,40.0,3.0,2.0,2.0,2.0,2.0,,5.0,5.0,4.0,76.0,4.0,7,5.0,1,1.0,1.0,7,44.0,0.0
4.0,40.0,2.0,3.0,4.0,1.0,5.0,,,4.0,4.0,56.0,2.0,7,5.0,1,1.0,,7,54.0,1.0
,40.0,3.0,3.0,3.0,2.0,1.0,,5.0,4.0,5.0,100.0,4.0,7,1.0,1,1.0,1.0,9,46.0,
,43.0,2.0,1.0,1.0,2.0,,5.0,5.0,5.0,5.0,100.0,8.0,7,3.0,1,1.0,1.0,9,57.0,
4.0,40.0,4.0,4.0,1.0,2.0,4.33,4.0,4.0,5.0,5.0,76.0,6.0,7,5.0,1,2.0,1.0,4,32.0,1.0
,50.0,5.0,5.0,5.0,2.0,,1.0,3.0,4.0,2.0,52.0,5.0,7,3.0,1,1.0,1.0,8,48.0,
3.0,66.0,5.0,5.0,4.0,1.0,,5.0,5.0,3.0,2.0,72.0,3.0,7,3.0,1,1.0,1.0,8,43.0,1.0
,50.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,52.0,8.0,7,7.0,2,6.0,1.0,3,39.0,
2.0,40.0,3.0,3.0,3.0,2.0,2.67,,4.0,2.0,3.0,76.0,6.0,7,2.0,2,2.0,1.0,3,51.0,0.0
,40.0,5.0,5.0,2.0,1.0,3.67,4.0,4.0,3.0,4.0,52.0,6.0,7,6.0,1,4.0,1.0,1,42.0,
,45.0,3.0,5.0,1.0,2.0,3.67,3.0,4.0,5.0,4.0,72.0,4.0,7,5.0,1,1.0,1.0,3,23.0,
,38.0,4.0,4.0,2.0,2.0,,5.0,4.0,4.0,4.0,72.0,7.0,7,6.0,2,4.0,1.0,3,51.0,
,40.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,20.0,5.0,7,5.0,1,2.0,1.0,7,44.0,
,38.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,5.0,64.0,8.0,7,7.0,1,4.0,1.0,2,51.0,
,25.0,2.0,3.0,2.0,1.0,,5.0,5.0,3.0,4.0,76.0,2.0,7,5.0,1,1.0,6.0,7,19.0,
,40.0,4.0,3.0,1.0,2.0,2.67,5.0,5.0,2.0,5.0,60.0,4.0,7,3.0,1,1.0,1.0,3,45.0,
4.0,70.0,5.0,5.0,2.0,2.0,1.33,2.0,5.0,5.0,3.0,48.0,2.0,7,4.0,1,1.0,2.0,7,30.0,1.0
,72.0,5.0,5.0,1.0,1.0,5.0,4.0,,5.0,2.0,76.0,1.0,7,7.0,1,3.0,1.0,3,43.0,
,40.0,5.0,5.0,3.0,1.0,2.0,,3.0,2.0,3.0,20.0,4.0,7,4.0,1,1.0,6.0,7,37.0,
2.0,40.0,4.0,5.0,2.0,2.0,,4.0,5.0,1.0,4.0,56.0,5.0,7,5.0,1,1.0,1.0,7,59.0,0.0
2.0,40.0,3.0,4.0,2.0,1.0,2.33,,3.0,1.0,4.0,56.0,6.0,7,5.0,1,1.0,2.0,8,44.0,0.0
,55.0,5.0,4.0,2.0,1.0,3.0,,,3.0,4.0,56.0,4.0,7,7.0,1,1.0,,2,50.0,
,72.0,5.0,4.0,1.0,2.0,,,,5.0,5.0,92.0,2.0,7,2.0,2,1.0,,4,64.0,
,40.0,2.0,3.0,1.0,2.0,,,,5.0,5.0,88.0,1.0,7,3.0,1,1.0,,3,61.0,
,40.0,5.0,3.0,4.0,1.0,3.67,,2.0,1.0,3.0,48.0,4.0,7,8.0,2,6.0,1.0,1,42.0,
3.0,40.0,1.0,5.0,2.0,2.0,2.67,,5.0,3.0,4.0,60.0,3.0,7,3.0,1,1.0,1.0,7,43.0,1.0
2.0,40.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,68.0,4.0,7,4.0,1,2.0,1.0,7,40.0,0.0
3.0,65.0,5.0,5.0,2.0,2.0,5.0,,,4.0,3.0,64.0,2.0,7,7.0,1,1.0,,1,55.0,1.0
,40.0,4.0,4.0,4.0,2.0,,1.0,4.0,1.0,5.0,68.0,5.0,7,5.0,1,5.0,1.0,7,44.0,
,40.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,96.0,4.0,7,5.0,1,1.0,1.0,7,45.0,
,60.0,4.0,5.0,2.0,1.0,,5.0,5.0,5.0,4.0,52.0,7.0,7,8.0,1,3.0,1.0,2,38.0,
,40.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,100.0,4.0,7,3.0,1,1.0,1.0,7,42.0,
1.0,40.0,3.0,3.0,1.0,2.0,1.0,,4.0,4.0,4.0,68.0,5.0,7,4.0,1,1.0,1.0,4,36.0,1.0
,40.0,3.0,3.0,4.0,2.0,4.33,5.0,5.0,5.0,4.0,80.0,6.0,7,8.0,2,5.0,1.0,3,30.0,
2.0,40.0,1.0,3.0,3.0,2.0,,2.0,5.0,1.0,4.0,36.0,6.0,7,5.0,1,2.0,1.0,8,40.0,0.0
2.0,41.0,3.0,3.0,2.0,2.0,2.0,,4.0,4.0,4.0,32.0,6.0,7,5.0,1,3.0,1.0,2,43.0,0.0
2.0,40.0,1.0,1.0,1.0,2.0,5.0,,,5.0,5.0,48.0,2.0,7,4.0,2,1.0,1.0,4,54.0,0.0
,40.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,84.0,1.0,7,7.0,1,6.0,1.0,3,56.0,
2.0,32.0,5.0,5.0,3.0,2.0,4.33,3.0,2.0,4.0,4.0,52.0,3.0,7,8.0,1,4.0,1.0,1,34.0,0.0
,40.0,5.0,4.0,1.0,2.0,2.33,,4.0,4.0,5.0,80.0,8.0,7,7.0,1,4.0,1.0,2,47.0,
3.0,72.0,5.0,5.0,4.0,2.0,1.0,,4.0,1.0,2.0,84.0,6.0,7,6.0,1,2.0,1.0,5,60.0,1.0
2.0,40.0,2.0,4.0,2.0,2.0,4.0,,5.0,5.0,5.0,76.0,3.0,7,5.0,1,1.0,1.0,7,46.0,0.0
,40.0,3.0,3.0,2.0,2.0,3.33,,5.0,4.0,5.0,72.0,3.0,7,5.0,1,3.0,1.0,7,40.0,
,40.0,2.0,2.0,2.0,2.0,3.33,4.0,4.0,3.0,4.0,56.0,4.0,7,8.0,2,3.0,1.0,2,26.0,
2.0,42.0,1.0,5.0,2.0,1.0,2.33,,5.0,5.0,4.0,56.0,8.0,7,7.0,2,1.0,2.0,8,29.0,0.0
2.0,40.0,5.0,5.0,3.0,2.0,2.33,,4.0,4.0,5.0,64.0,3.0,7,7.0,2,6.0,1.0,4,40.0,0.0
2.0,40.0,2.0,5.0,1.0,2.0,5.0,,5.0,5.0,5.0,52.0,5.0,7,5.0,1,2.0,1.0,1,49.0,0.0
1.0,20.0,1.0,1.0,1.0,1.0,3.67,4.0,5.0,5.0,4.0,68.0,4.0,7,4.0,2,1.0,1.0,9,52.0,1.0
,40.0,4.0,5.0,2.0,2.0,,5.0,5.0,5.0,5.0,72.0,6.0,7,5.0,1,1.0,1.0,3,31.0,
3.0,60.0,5.0,5.0,5.0,1.0,,2.0,4.0,1.0,2.0,56.0,4.0,7,7.0,1,6.0,1.0,1,43.0,1.0
,40.0,4.0,5.0,2.0,2.0,1.67,,5.0,2.0,4.0,64.0,5.0,7,5.0,1,1.0,6.0,8,53.0,
2.0,60.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,80.0,5.0,7,8.0,2,3.0,1.0,3,45.0,0.0
2.0,40.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,84.0,3.0,7,5.0,1,3.0,1.0,3,55.0,0.0
2.0,40.0,3.0,3.0,2.0,2.0,1.33,2.0,5.0,4.0,3.0,64.0,5.0,7,5.0,1,1.0,1.0,8,38.0,0.0
2.0,35.0,3.0,3.0,3.0,1.0,2.33,3.0,3.0,2.0,4.0,60.0,2.0,7,8.0,2,4.0,1.0,4,42.0,0.0
1.0,49.0,5.0,5.0,3.0,2.0,3.33,,3.0,1.0,5.0,84.0,4.0,7,5.0,1,2.0,1.0,3,50.0,1.0
2.0,40.0,1.0,1.0,1.0,2.0,,5.0,5.0,1.0,5.0,100.0,4.0,7,4.0,1,1.0,1.0,7,53.0,0.0
,40.0,3.0,3.0,1.0,2.0,3.33,5.0,5.0,4.0,4.0,60.0,4.0,7,5.0,1,2.0,2.0,8,24.0,
2.0,40.0,4.0,4.0,1.0,2.0,5.0,,5.0,4.0,4.0,92.0,4.0,7,4.0,1,1.0,1.0,8,55.0,0.0
,42.0,4.0,4.0,3.0,2.0,,5.0,5.0,3.0,3.0,36.0,6.0,7,7.0,1,4.0,1.0,4,42.0,
2.0,25.0,5.0,5.0,2.0,2.0,4.33,,4.0,5.0,5.0,84.0,6.0,7,5.0,2,3.0,1.0,2,41.0,0.0
2.0,40.0,2.0,2.0,1.0,2.0,1.33,5.0,5.0,5.0,5.0,100.0,2.0,7,4.0,1,1.0,2.0,7,64.0,0.0
,45.0,3.0,4.0,3.0,2.0,3.33,4.0,4.0,5.0,4.0,48.0,7.0,7,8.0,2,3.0,1.0,1,31.0,
,40.0,5.0,4.0,4.0,2.0,,5.0,5.0,5.0,4.0,76.0,7.0,7,8.0,1,4.0,1.0,1,59.0,
,27.0,3.0,3.0,1.0,2.0,3.0,,5.0,5.0,5.0,72.0,8.0,7,4.0,1,1.0,2.0,7,20.0,
,40.0,4.0,3.0,2.0,2.0,3.67,4.0,4.0,4.0,5.0,84.0,6.0,7,8.0,2,2.0,1.0,1,56.0,
,40.0,3.0,4.0,2.0,2.0,,4.0,4.0,4.0,5.0,60.0,5.0,7,8.0,1,4.0,1.0,1,31.0,
,40.0,5.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,3.0,52.0,8.0,7,5.0,1,2.0,1.0,1,47.0,
4.0,40.0,5.0,5.0,3.0,1.0,2.33,,4.0,4.0,5.0,44.0,8.0,7,4.0,1,2.0,1.0,8,31.0,1.0
,40.0,2.0,2.0,3.0,2.0,3.67,2.0,5.0,3.0,4.0,20.0,4.0,7,5.0,1,2.0,2.0,9,40.0,
,40.0,1.0,1.0,1.0,2.0,3.67,,5.0,4.0,5.0,80.0,4.0,7,4.0,1,2.0,1.0,7,36.0,
1.0,45.0,3.0,5.0,3.0,2.0,,4.0,5.0,3.0,4.0,48.0,5.0,7,6.0,1,2.0,1.0,4,55.0,1.0
3.0,40.0,3.0,5.0,5.0,2.0,1.33,,,5.0,4.0,68.0,6.0,7,5.0,1,1.0,,7,44.0,1.0
2.0,40.0,3.0,3.0,1.0,2.0,2.33,,5.0,5.0,5.0,92.0,5.0,7,4.0,1,1.0,1.0,7,59.0,0.0
,40.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,48.0,4.0,7,5.0,1,1.0,1.0,4,39.0,
3.0,40.0,5.0,1.0,3.0,1.0,4.67,1.0,5.0,1.0,2.0,88.0,8.0,7,5.0,2,2.0,2.0,4,34.0,1.0
2.0,38.0,2.0,4.0,2.0,2.0,,3.0,5.0,1.0,4.0,92.0,6.0,7,5.0,1,2.0,1.0,7,50.0,0.0
,40.0,4.0,3.0,2.0,2.0,,4.0,4.0,5.0,5.0,76.0,8.0,7,5.0,1,2.0,1.0,7,47.0,
3.0,45.0,4.0,4.0,3.0,2.0,3.33,,4.0,4.0,3.0,64.0,8.0,7,8.0,1,4.0,1.0,2,31.0,1.0
2.0,40.0,1.0,3.0,2.0,2.0,,5.0,5.0,5.0,4.0,84.0,4.0,7,3.0,1,5.0,1.0,7,57.0,0.0
2.0,38.0,3.0,1.0,2.0,1.0,5.0,,5.0,5.0,3.0,72.0,4.0,7,5.0,2,1.0,2.0,4,31.0,0.0
,45.0,1.0,1.0,1.0,2.0,1.67,5.0,5.0,5.0,5.0,68.0,4.0,7,3.0,1,1.0,6.0,7,50.0,
2.0,40.0,3.0,2.0,2.0,2.0,2.33,,4.0,4.0,5.0,52.0,8.0,7,7.0,1,4.0,1.0,2,52.0,0.0
2.0,40.0,2.0,5.0,2.0,2.0,,5.0,5.0,5.0,5.0,88.0,8.0,7,3.0,1,2.0,1.0,7,50.0,0.0
,40.0,3.0,3.0,2.0,2.0,,3.0,5.0,2.0,3.0,68.0,8.0,7,4.0,2,2.0,1.0,4,46.0,
,40.0,5.0,5.0,1.0,2.0,1.33,4.0,4.0,3.0,4.0,60.0,6.0,7,5.0,2,1.0,1.0,4,41.0,
,45.0,4.0,5.0,2.0,2.0,3.0,,5.0,4.0,4.0,32.0,6.0,7,7.0,2,6.0,1.0,4,33.0,
2.0,60.0,1.0,5.0,2.0,2.0,1.67,5.0,5.0,5.0,4.0,76.0,4.0,7,3.0,1,1.0,2.0,7,36.0,0.0
,50.0,4.0,4.0,3.0,2.0,5.0,,5.0,5.0,3.0,76.0,4.0,7,7.0,2,6.0,1.0,1,49.0,
,40.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,88.0,7.0,7,3.0,1,6.0,1.0,7,33.0,
1.0,40.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,48.0,4.0,7,5.0,1,1.0,2.0,7,43.0,1.0
3.0,40.0,5.0,5.0,4.0,1.0,,5.0,4.0,5.0,5.0,52.0,5.0,7,8.0,1,4.0,1.0,2,40.0,1.0
,35.0,3.0,4.0,3.0,2.0,3.33,4.0,4.0,3.0,5.0,60.0,8.0,7,5.0,1,2.0,1.0,0,54.0,
,38.0,2.0,3.0,2.0,2.0,4.67,,5.0,4.0,5.0,56.0,8.0,7,8.0,1,4.0,1.0,2,45.0,
,50.0,5.0,4.0,3.0,1.0,,5.0,5.0,5.0,3.0,52.0,8.0,7,7.0,2,4.0,1.0,1,48.0,
,40.0,5.0,5.0,5.0,1.0,,2.0,2.0,1.0,4.0,52.0,5.0,7,8.0,2,6.0,1.0,2,51.0,
2.0,45.0,4.0,4.0,2.0,2.0,2.33,,4.0,4.0,5.0,56.0,5.0,7,8.0,1,6.0,1.0,1,29.0,0.0
2.0,39.0,2.0,3.0,3.0,2.0,2.67,5.0,5.0,5.0,5.0,80.0,4.0,7,4.0,1,1.0,1.0,3,50.0,0.0
2.0,60.0,5.0,3.0,1.0,2.0,1.33,,5.0,2.0,4.0,88.0,5.0,7,4.0,1,1.0,2.0,7,58.0,0.0
,40.0,4.0,4.0,2.0,1.0,3.33,4.0,4.0,2.0,4.0,56.0,7.0,7,5.0,1,1.0,6.0,7,42.0,
2.0,40.0,1.0,2.0,1.0,2.0,3.33,,,3.0,5.0,68.0,1.0,7,7.0,1,1.0,,2,36.0,0.0
,40.0,4.0,5.0,2.0,1.0,,4.0,5.0,2.0,2.0,12.0,5.0,7,6.0,1,2.0,6.0,3,42.0,
2.0,40.0,5.0,5.0,3.0,2.0,,,,5.0,5.0,76.0,4.0,7,7.0,1,1.0,,9,48.0,0.0
,40.0,3.0,3.0,1.0,2.0,3.67,,5.0,5.0,4.0,76.0,4.0,7,3.0,1,1.0,2.0,7,46.0,
3.0,40.0,2.0,5.0,2.0,2.0,,2.0,5.0,5.0,5.0,68.0,5.0,7,4.0,1,1.0,1.0,7,52.0,1.0
2.0,45.0,3.0,1.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,92.0,7.0,7,3.0,1,1.0,1.0,7,38.0,0.0
2.0,40.0,5.0,2.0,1.0,2.0,2.0,,5.0,5.0,5.0,92.0,4.0,7,4.0,1,1.0,1.0,8,22.0,0.0
2.0,40.0,3.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,84.0,4.0,7,4.0,1,1.0,1.0,7,47.0,0.0
,48.0,4.0,4.0,1.0,2.0,4.33,,5.0,1.0,4.0,76.0,5.0,7,3.0,1,2.0,1.0,1,49.0,
2.0,40.0,2.0,2.0,1.0,2.0,,5.0,5.0,5.0,5.0,88.0,3.0,7,3.0,1,1.0,6.0,7,37.0,0.0
2.0,40.0,3.0,2.0,1.0,1.0,3.33,,5.0,5.0,5.0,100.0,4.0,7,3.0,1,1.0,6.0,7,45.0,0.0
,40.0,4.0,4.0,3.0,2.0,,5.0,5.0,5.0,4.0,80.0,4.0,7,3.0,1,1.0,1.0,7,42.0,
,40.0,5.0,3.0,1.0,2.0,,3.0,4.0,5.0,5.0,76.0,6.0,7,5.0,2,1.0,1.0,7,51.0,
2.0,40.0,1.0,2.0,2.0,2.0,4.33,,5.0,5.0,5.0,80.0,1.0,7,5.0,1,1.0,1.0,3,50.0,0.0
4.0,40.0,4.0,3.0,1.0,2.0,3.33,,5.0,5.0,4.0,96.0,6.0,7,7.0,1,2.0,1.0,1,54.0,1.0
2.0,45.0,3.0,4.0,1.0,2.0,3.33,,,4.0,4.0,68.0,2.0,7,5.0,1,1.0,,3,62.0,0.0
,40.0,5.0,5.0,1.0,2.0,,,,5.0,2.0,68.0,1.0,7,5.0,1,1.0,,3,53.0,
2.0,40.0,5.0,3.0,3.0,1.0,,3.0,5.0,5.0,5.0,84.0,6.0,7,5.0,1,1.0,1.0,3,42.0,0.0
2.0,50.0,5.0,4.0,3.0,2.0,4.33,5.0,5.0,4.0,4.0,84.0,4.0,7,5.0,1,6.0,1.0,3,57.0,0.0
,40.0,5.0,3.0,3.0,1.0,4.33,,5.0,5.0,5.0,96.0,6.0,7,7.0,2,3.0,1.0,2,25.0,
2.0,40.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,4.0,92.0,8.0,7,7.0,1,4.0,6.0,2,34.0,0.0
2.0,40.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,72.0,4.0,7,5.0,1,5.0,1.0,7,49.0,0.0
,40.0,1.0,3.0,1.0,2.0,,5.0,5.0,5.0,5.0,88.0,7.0,7,5.0,1,2.0,6.0,8,42.0,
,40.0,2.0,4.0,1.0,2.0,3.67,5.0,5.0,5.0,5.0,92.0,4.0,7,5.0,1,1.0,4.0,3,23.0,
,40.0,4.0,4.0,3.0,2.0,2.67,,5.0,1.0,3.0,68.0,7.0,7,5.0,1,5.0,1.0,5,37.0,
2.0,40.0,3.0,4.0,1.0,2.0,,5.0,4.0,5.0,4.0,76.0,4.0,7,6.0,1,3.0,1.0,2,36.0,0.0
2.0,42.0,4.0,2.0,2.0,2.0,3.67,,5.0,4.0,5.0,84.0,4.0,7,7.0,1,1.0,1.0,8,26.0,0.0
,35.0,3.0,4.0,3.0,2.0,5.0,,,5.0,4.0,76.0,2.0,7,5.0,2,1.0,,7,48.0,
2.0,40.0,2.0,2.0,1.0,2.0,3.67,5.0,5.0,5.0,4.0,80.0,3.0,7,6.0,1,2.0,1.0,7,43.0,0.0
,40.0,1.0,1.0,3.0,2.0,3.33,5.0,5.0,5.0,5.0,100.0,2.0,7,5.0,1,1.0,2.0,7,47.0,
,40.0,3.0,3.0,2.0,2.0,,,5.0,5.0,4.0,92.0,4.0,7,5.0,1,1.0,2.0,8,38.0,
,40.0,5.0,5.0,2.0,1.0,,2.0,5.0,1.0,2.0,24.0,4.0,7,5.0,1,1.0,1.0,8,38.0,
,40.0,2.0,3.0,1.0,2.0,3.0,,5.0,4.0,4.0,40.0,8.0,7,6.0,1,1.0,1.0,8,44.0,
,40.0,3.0,3.0,2.0,2.0,4.33,3.0,5.0,2.0,4.0,56.0,3.0,7,3.0,1,1.0,1.0,7,36.0,
,60.0,3.0,5.0,1.0,1.0,,,,4.0,2.0,60.0,1.0,7,6.0,1,1.0,,3,57.0,
4.0,20.0,3.0,3.0,2.0,2.0,4.67,,5.0,5.0,5.0,76.0,4.0,7,7.0,2,4.0,1.0,8,43.0,1.0
2.0,35.0,2.0,4.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,84.0,4.0,7,5.0,1,2.0,1.0,7,30.0,0.0
,40.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,84.0,4.0,7,5.0,1,1.0,1.0,8,39.0,
2.0,40.0,2.0,4.0,1.0,2.0,,3.0,3.0,4.0,4.0,56.0,1.0,7,4.0,1,1.0,1.0,8,44.0,0.0
2.0,40.0,2.0,2.0,1.0,2.0,4.33,,5.0,5.0,4.0,48.0,3.0,7,7.0,2,2.0,1.0,4,40.0,0.0
,64.0,4.0,5.0,4.0,2.0,,5.0,4.0,4.0,3.0,60.0,5.0,7,6.0,1,6.0,1.0,1,60.0,
,40.0,4.0,4.0,1.0,2.0,,5.0,5.0,5.0,5.0,92.0,4.0,7,5.0,2,2.0,1.0,4,52.0,
,40.0,3.0,3.0,2.0,1.0,,5.0,5.0,5.0,4.0,88.0,4.0,7,8.0,1,5.0,1.0,8,50.0,
,40.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,72.0,2.0,7,4.0,1,5.0,1.0,8,26.0,
4.0,45.0,2.0,5.0,1.0,2.0,3.0,,,3.0,3.0,72.0,4.0,7,4.0,1,1.0,,8,38.0,1.0
2.0,40.0,3.0,3.0,2.0,2.0,,5.0,5.0,3.0,4.0,52.0,5.0,7,7.0,1,2.0,1.0,2,26.0,0.0
2.0,50.0,4.0,4.0,1.0,2.0,5.0,5.0,,5.0,5.0,76.0,4.0,7,5.0,1,5.0,1.0,7,56.0,0.0
,40.0,3.0,3.0,3.0,1.0,,3.0,5.0,1.0,2.0,40.0,4.0,7,5.0,1,5.0,1.0,5,53.0,
4.0,40.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,80.0,4.0,7,9.0,1,4.0,1.0,1,49.0,1.0
2.0,40.0,2.0,4.0,3.0,2.0,4.33,5.0,5.0,1.0,3.0,76.0,7.0,7,7.0,1,2.0,1.0,4,44.0,0.0
2.0,40.0,3.0,4.0,2.0,2.0,3.67,,5.0,5.0,4.0,76.0,2.0,7,5.0,1,6.0,,8,53.0,0.0
